file,label,rms,peak,crest,width,duration_ms,zero_crossings
dataset\noise\noise_0037.npy,noise,0.1200412353780243,0.334503173828125,2.7865689050494544,75,1.7006802721088434,15
dataset\noise\noise_0038.npy,noise,0.10568707790105046,0.2999267578125,2.837875393747819,64,1.4512471655328798,32
dataset\noise\noise_0039.npy,noise,0.11361287659774143,0.31103515625,2.737675213974674,80,1.8140589569160999,26
dataset\noise\noise_0040.npy,noise,0.1160673557615374,0.30950927734375,2.666635035432725,83,1.8820861678004535,28
dataset\noise\noise_0041.npy,noise,0.10879813563332223,0.309112548828125,2.8411566708267317,60,1.3605442176870748,29
dataset\noise\noise_0042.npy,noise,0.09787200045921791,0.335601806640625,3.4289868917154323,39,0.8843537414965986,37
dataset\noise\noise_0043.npy,noise,0.11762720909320645,0.300079345703125,2.551104867797599,91,2.0634920634920637,29
dataset\noise\noise_0044.npy,noise,0.13469940707172023,0.3753662109375,2.7866953470525493,62,1.4058956916099774,27
dataset\noise\noise_0045.npy,noise,0.10234293530027933,0.35150146484375,3.434545470211764,30,0.6802721088435374,31
dataset\noise\noise_0046.npy,noise,0.14524648328409487,0.3887939453125,2.6767873240141618,81,1.836734693877551,19
dataset\noise\noise_0047.npy,noise,0.10754172926181328,0.2388916015625,2.221385160925875,140,3.1746031746031744,26
dataset\noise\noise_0048.npy,noise,0.0919597106955332,0.21331787109375,2.3196883665719445,137,3.106575963718821,33
dataset\noise\noise_0049.npy,noise,0.13032528557156092,0.35107421875,2.6938304198629743,81,1.836734693877551,24
dataset\noise\noise_0050.npy,noise,0.1482747878306988,0.38311767578125,2.583835602710128,86,1.9501133786848073,16
